code,up_catholic,up_protestant,up_none_other,lapsed_catholic,lapsed_protestant,now_presbyterian,now_church_of_ireland,now_methodist,now_remaining_other_christian,sdz_unspecified_protestant,sdz_conservative_pool,sdz_free_presbyterian,grade_AB,grade_C1,grade_C2,grade_DE,id_british,id_irish,id_northern_irish,id_british_and_irish,id_british_and_northern_irish,id_irish_and_northern_irish,id_british_irish_and_northern_irish,id_other
N20002252,0.181648,0.604869,0.213483,0.037453,0.089888,0.194757,0.179775,0.029963,0.076404,0.019850,0.007491,0.006742,0.102381,0.300000,0.188095,0.409524,0.434457,0.089888,0.228464,0.001873,0.101124,0.005618,0.020599,0.117978
N20002253,0.213559,0.647458,0.138983,0.044640,0.093404,0.155405,0.195946,0.037162,0.114475,0.029741,0.011223,0.010101,0.125000,0.409483,0.267241,0.198276,0.448980,0.091837,0.193878,0.000000,0.098639,0.040816,0.006803,0.119048
N20002254,0.170782,0.679012,0.150206,0.041152,0.106996,0.248971,0.135802,0.049383,0.095334,0.024768,0.009346,0.008412,0.180233,0.418605,0.279070,0.122093,0.517454,0.078029,0.164271,0.004107,0.100616,0.002053,0.014374,0.119097
N20002255,0.164234,0.580292,0.255474,0.025039,0.107764,0.186813,0.172161,0.051282,0.043062,0.011188,0.004222,0.003800,0.135965,0.280702,0.153509,0.429825,0.510949,0.069343,0.270073,0.003650,0.032847,0.003650,0.007299,0.102190
N20002256,0.232877,0.657534,0.109589,0.031963,0.091324,0.203196,0.205479,0.025114,0.091572,0.023791,0.008978,0.008080,0.268750,0.337500,0.212500,0.181250,0.446224,0.112128,0.217391,0.006865,0.121281,0.013730,0.029748,0.052632
N20002257,0.406995,0.472178,0.120827,0.047695,0.054054,0.166932,0.155803,0.023847,0.049473,0.012853,0.004850,0.004365,0.491803,0.348361,0.067623,0.092213,0.376789,0.220986,0.243243,0.007949,0.087440,0.017488,0.015898,0.030207
N20002258,0.125214,0.740995,0.133791,0.016967,0.072610,0.204467,0.305842,0.065292,0.062240,0.010950,0.010085,0.009509,0.160256,0.322650,0.307692,0.209402,0.510274,0.034247,0.198630,0.001712,0.181507,0.006849,0.025685,0.041096
N20002259,0.056795,0.819473,0.123732,0.014199,0.107505,0.281947,0.267748,0.052738,0.073476,0.012926,0.011906,0.011225,0.343902,0.326829,0.163415,0.165854,0.522358,0.022358,0.223577,0.010163,0.146341,0.010163,0.026423,0.038618
N20002260,0.136194,0.750000,0.113806,0.005597,0.091418,0.313433,0.225746,0.024254,0.063827,0.011229,0.010342,0.009751,0.402439,0.326829,0.153659,0.117073,0.496269,0.080224,0.188433,0.005597,0.138060,0.022388,0.024254,0.044776
N20002261,0.130977,0.760915,0.108108,0.016632,0.103950,0.226611,0.336798,0.033264,0.040444,0.007115,0.006553,0.006179,0.412470,0.364508,0.158273,0.064748,0.534304,0.051975,0.201663,0.008316,0.147609,0.022869,0.024948,0.008316
N20002262,0.132505,0.722567,0.144928,0.029836,0.116818,0.162218,0.320329,0.030801,0.074647,0.006885,0.009784,0.001087,0.366279,0.363372,0.159884,0.110465,0.478439,0.063655,0.244353,0.004107,0.104723,0.012320,0.041068,0.051335
N20002263,0.251174,0.617371,0.131455,0.038910,0.103220,0.169811,0.221698,0.021226,0.078200,0.008553,0.012219,0.002444,0.420382,0.372611,0.095541,0.111465,0.356132,0.106132,0.212264,0.014151,0.134434,0.014151,0.044811,0.117925
N20002264,0.184314,0.721569,0.094118,0.011765,0.100000,0.227451,0.272549,0.017647,0.083952,0.007743,0.011003,0.001223,0.296830,0.432277,0.164265,0.106628,0.452941,0.117647,0.225490,0.009804,0.107843,0.017647,0.019608,0.049020
N20002265,0.150000,0.719231,0.130769,0.046154,0.115385,0.203846,0.296154,0.034615,0.053383,0.005839,0.008341,0.001668,0.211340,0.340206,0.159794,0.288660,0.507692,0.069231,0.238462,0.000000,0.080769,0.015385,0.007692,0.080769
N20002266,0.215238,0.651429,0.133333,0.032381,0.085714,0.169524,0.281905,0.017143,0.078476,0.007238,0.010286,0.001143,0.554745,0.311436,0.107056,0.026764,0.356190,0.078095,0.287619,0.022857,0.158095,0.007619,0.024762,0.064762
N20002267,0.200000,0.662295,0.137705,0.032787,0.118033,0.108197,0.327869,0.042623,0.050563,0.005530,0.007900,0.001580,0.183673,0.311224,0.153061,0.352041,0.527869,0.049180,0.249180,0.009836,0.078689,0.013115,0.013115,0.059016
N20002268,0.205581,0.700465,0.093953,0.020809,0.086723,0.156917,0.283194,0.041783,0.101245,0.009152,0.010010,0.011440,0.299387,0.360736,0.239264,0.100613,0.477695,0.094796,0.215613,0.004647,0.137546,0.011152,0.024164,0.034387
N20002269,0.122222,0.704762,0.173016,0.022222,0.119048,0.225397,0.198413,0.052381,0.089774,0.010773,0.005386,0.003591,0.276000,0.306000,0.226000,0.192000,0.472266,0.093502,0.218700,0.001585,0.152139,0.007924,0.019017,0.034865
N20002270,0.222222,0.591270,0.186508,0.051587,0.123016,0.130952,0.222222,0.059524,0.042838,0.004685,0.006693,0.001339,0.237209,0.386047,0.186047,0.190698,0.502008,0.132530,0.208835,0.008032,0.088353,0.008032,0.008032,0.044177
N20002271,0.214128,0.607064,0.178808,0.027875,0.086000,0.166297,0.281596,0.011086,0.047872,0.005236,0.007480,0.001496,0.480296,0.317734,0.147783,0.054187,0.296214,0.104677,0.307350,0.024499,0.167038,0.013363,0.024499,0.062361
N20002272,0.262385,0.565138,0.172477,0.053898,0.107573,0.178967,0.169742,0.029520,0.061175,0.006691,0.009559,0.001912,0.441237,0.395876,0.065979,0.096907,0.339483,0.110701,0.243542,0.001845,0.147601,0.018450,0.033210,0.105166
N20002273,0.242593,0.638889,0.118519,0.024880,0.116749,0.151292,0.243542,0.031365,0.077505,0.007149,0.010158,0.001129,0.530928,0.296392,0.097938,0.074742,0.366667,0.159259,0.233333,0.016667,0.116667,0.009259,0.018519,0.079630
N20002274,0.138402,0.756335,0.105263,0.015114,0.108586,0.281800,0.244618,0.037182,0.068974,0.008277,0.004138,0.002759,0.549223,0.290155,0.111399,0.049223,0.417969,0.072266,0.248047,0.019531,0.128906,0.023438,0.052734,0.037109
N20002275,0.230384,0.627713,0.141903,0.028381,0.105175,0.151920,0.268781,0.011686,0.072827,0.006717,0.009545,0.001061,0.526802,0.360444,0.053604,0.059150,0.358932,0.141903,0.242070,0.003339,0.150250,0.025042,0.028381,0.050083
N20002276,0.286585,0.632114,0.081301,0.018837,0.072276,0.150101,0.271805,0.046653,0.070092,0.006336,0.006930,0.007920,0.327824,0.344353,0.181818,0.146006,0.494949,0.127273,0.177778,0.004040,0.141414,0.016162,0.018182,0.020202
N20002277,0.138614,0.768034,0.093352,0.011315,0.093352,0.272984,0.173975,0.038190,0.127140,0.022367,0.020601,0.019424,0.425182,0.310219,0.167883,0.096715,0.445545,0.094767,0.183876,0.005658,0.169731,0.016973,0.052334,0.031117
N20002278,0.101299,0.818182,0.080519,0.005691,0.102420,0.291990,0.297158,0.025840,0.079181,0.008998,0.006598,0.005999,0.429630,0.274074,0.181481,0.114815,0.459740,0.122078,0.153247,0.007792,0.166234,0.018182,0.031169,0.041558
N20002279,0.166667,0.694444,0.138889,0.026667,0.134444,0.232000,0.200000,0.020000,0.084857,0.009643,0.007071,0.006429,0.566434,0.377622,0.027972,0.027972,0.412000,0.152000,0.172000,0.012000,0.080000,0.048000,0.028000,0.096000
N20002280,0.136674,0.783599,0.079727,0.023038,0.106326,0.256818,0.279545,0.020455,0.094643,0.010755,0.007887,0.007170,0.585443,0.265823,0.060127,0.088608,0.400000,0.077273,0.263636,0.015909,0.150000,0.009091,0.045455,0.038636
N20002281,0.153610,0.757296,0.089094,0.035330,0.105991,0.273425,0.253456,0.015361,0.089396,0.010728,0.005364,0.003576,0.642398,0.271949,0.057816,0.027837,0.424196,0.091884,0.212864,0.026034,0.122511,0.007657,0.055130,0.059724
N20002282,0.135392,0.712589,0.152019,0.023220,0.089677,0.264916,0.241050,0.035800,0.063757,0.007245,0.005313,0.004830,0.423333,0.236667,0.173333,0.166667,0.511848,0.078199,0.191943,0.014218,0.109005,0.002370,0.023697,0.068720
N20002283,0.161290,0.700461,0.138249,0.019738,0.147949,0.255708,0.200913,0.027397,0.053816,0.006115,0.004485,0.004077,0.430769,0.376923,0.100000,0.092308,0.377880,0.092166,0.216590,0.041475,0.138249,0.013825,0.041475,0.078341
N20002284,0.108462,0.810489,0.081049,0.014303,0.081049,0.287247,0.246722,0.030989,0.126305,0.011417,0.012488,0.014272,0.432974,0.271186,0.241911,0.053929,0.480334,0.061979,0.227652,0.007151,0.148987,0.003576,0.041716,0.028605
N20002285,0.090406,0.802583,0.107011,0.018715,0.074642,0.334559,0.235294,0.025735,0.101633,0.009187,0.010048,0.011484,0.418719,0.347291,0.199507,0.034483,0.477860,0.044280,0.177122,0.012915,0.193727,0.016605,0.036900,0.040590
N20002286,0.095116,0.832905,0.071979,0.020566,0.084833,0.380463,0.185090,0.017995,0.126338,0.011420,0.012491,0.014275,0.455939,0.180077,0.268199,0.095785,0.559278,0.056701,0.185567,0.030928,0.128866,0.002577,0.012887,0.023196
N20002287,0.430451,0.466165,0.103383,0.042504,0.042437,0.209040,0.120527,0.047081,0.033267,0.003383,0.004793,0.005638,0.326180,0.300429,0.201717,0.171674,0.335217,0.318267,0.160075,0.005650,0.086629,0.032015,0.024482,0.037665
N20002288,0.894737,0.063830,0.041433,0.058598,0.014447,0.012346,0.024691,0.001122,0.010449,0.000774,0.000000,0.000000,0.248780,0.414634,0.209756,0.126829,0.069351,0.722595,0.143177,0.003356,0.008949,0.014541,0.005593,0.032438
N20002289,0.591362,0.347730,0.060908,0.037159,0.050163,0.192478,0.060841,0.007743,0.025794,0.002623,0.003716,0.004372,0.233333,0.272464,0.304348,0.189855,0.253052,0.480577,0.166482,0.007769,0.052164,0.018868,0.001110,0.019978
N20002290,0.892116,0.093361,0.014523,0.042943,0.035510,0.016529,0.010331,0.012397,0.017313,0.001282,0.000000,0.000000,0.331776,0.331776,0.207944,0.128505,0.076605,0.592133,0.171843,0.016563,0.043478,0.049689,0.020704,0.028986
N20002291,0.794271,0.138021,0.067708,0.054688,0.026042,0.046875,0.046875,0.002604,0.014547,0.001078,0.000000,0.000000,0.148810,0.294643,0.258929,0.297619,0.171875,0.460938,0.291667,0.007812,0.010417,0.026042,0.000000,0.031250
N20002292,0.919236,0.045521,0.035242,0.023648,0.010227,0.008824,0.013235,0.007353,0.005477,0.000406,0.000000,0.000000,0.306306,0.402402,0.181682,0.109610,0.058824,0.710294,0.151471,0.016176,0.008824,0.029412,0.008824,0.016176
N20002293,0.660156,0.251953,0.087891,0.031250,0.035156,0.072266,0.076172,0.021484,0.032904,0.002757,0.004963,0.006250,0.420323,0.258661,0.251732,0.069284,0.217899,0.385214,0.272374,0.007782,0.054475,0.019455,0.021401,0.021401
N20002294,0.367188,0.576172,0.056641,0.022158,0.059603,0.181287,0.224172,0.042885,0.047892,0.004013,0.007224,0.009097,0.224324,0.272973,0.383784,0.118919,0.384766,0.208984,0.281250,0.027344,0.050781,0.011719,0.027344,0.007812
N20002295,0.620800,0.278400,0.100800,0.056697,0.054041,0.033654,0.110577,0.020833,0.041623,0.003488,0.006278,0.007906,0.303279,0.309426,0.266393,0.120902,0.216000,0.328000,0.313600,0.012800,0.035200,0.038400,0.017600,0.038400
N20002296,0.363889,0.500000,0.136111,0.023611,0.063889,0.118056,0.205556,0.025000,0.061826,0.006287,0.008907,0.010479,0.173454,0.466063,0.235294,0.125189,0.406639,0.219917,0.190871,0.005533,0.112033,0.019364,0.009682,0.035961
N20002297,0.391608,0.494755,0.113636,0.033217,0.054196,0.115385,0.216783,0.027972,0.056823,0.005779,0.008186,0.009631,0.175904,0.344578,0.315663,0.163855,0.427320,0.220665,0.190893,0.008757,0.082312,0.015762,0.021016,0.033275
N20002298,0.258065,0.673118,0.068817,0.037508,0.073547,0.259101,0.203426,0.038544,0.069144,0.005794,0.010430,0.013133,0.339726,0.331507,0.208219,0.120548,0.387097,0.167742,0.288172,0.004301,0.120430,0.017204,0.000000,0.015054
N20002299,0.414343,0.537849,0.047809,0.024681,0.066676,0.119284,0.210736,0.037773,0.072569,0.006081,0.010946,0.013784,0.428928,0.316708,0.192020,0.062344,0.305389,0.209581,0.279441,0.011976,0.105788,0.035928,0.029940,0.021956
N20002300,0.255172,0.594828,0.150000,0.021896,0.097400,0.137221,0.236707,0.044597,0.054383,0.012888,0.004715,0.006916,0.332083,0.360225,0.183865,0.123827,0.371773,0.117040,0.285714,0.008606,0.139415,0.025818,0.017212,0.034423
N20002301,0.129129,0.783784,0.087087,0.018018,0.057057,0.246246,0.249249,0.123123,0.071719,0.008832,0.007772,0.019784,0.261603,0.329114,0.329114,0.080169,0.522523,0.093093,0.180180,0.003003,0.138138,0.006006,0.027027,0.030030
N20002302,0.164882,0.751606,0.083512,0.019893,0.099154,0.277186,0.206823,0.046908,0.080626,0.009929,0.008738,0.022242,0.308605,0.338279,0.240356,0.112760,0.505353,0.083512,0.218415,0.006424,0.137045,0.004283,0.010707,0.034261
N20002303,0.252252,0.589189,0.158559,0.030231,0.094604,0.115523,0.182310,0.068592,0.088333,0.020934,0.007659,0.011233,0.333333,0.329268,0.243902,0.093496,0.384892,0.109712,0.293165,0.005396,0.124101,0.028777,0.012590,0.041367
N20002304,0.174142,0.707124,0.118734,0.029406,0.083440,0.186842,0.276316,0.047368,0.077993,0.018484,0.006762,0.009918,0.246006,0.424920,0.217252,0.111821,0.444737,0.076316,0.210526,0.015789,0.144737,0.018421,0.031579,0.057895
N20002305,0.574468,0.335106,0.090426,0.030142,0.056738,0.101064,0.086879,0.033688,0.045108,0.006696,0.002819,0.002114,0.560074,0.297597,0.099815,0.042514,0.164894,0.450355,0.196809,0.005319,0.093972,0.017730,0.026596,0.044326
N20002306,0.541880,0.311111,0.147009,0.054701,0.066667,0.083761,0.087179,0.025641,0.038053,0.005648,0.002378,0.001784,0.407473,0.398577,0.153025,0.040925,0.210256,0.391453,0.193162,0.000000,0.094017,0.030769,0.030769,0.049573
N20002307,0.516129,0.413490,0.070381,0.029326,0.058651,0.199413,0.052786,0.032258,0.055955,0.008306,0.003497,0.002623,0.558304,0.286219,0.095406,0.060071,0.240469,0.378299,0.164223,0.002933,0.137830,0.026393,0.026393,0.023460
N20002308,0.573441,0.287726,0.138833,0.052314,0.066398,0.078471,0.074447,0.028169,0.029987,0.006060,0.003107,0.001088,0.380851,0.368085,0.155319,0.095745,0.190669,0.434077,0.204868,0.008114,0.064909,0.034483,0.016227,0.046653
N20002309,0.479718,0.389771,0.130511,0.043322,0.073516,0.123675,0.113074,0.008834,0.052662,0.010642,0.005457,0.001910,0.287619,0.466667,0.154286,0.091429,0.241623,0.395062,0.171076,0.001764,0.105820,0.014109,0.024691,0.045855
N20002310,0.458387,0.448143,0.093470,0.025608,0.043534,0.147247,0.121639,0.037132,0.078383,0.011635,0.004899,0.003674,0.517647,0.307353,0.125000,0.050000,0.332051,0.276923,0.216667,0.015385,0.082051,0.026923,0.017949,0.032051
N20002311,0.168224,0.766355,0.065421,0.011316,0.087198,0.213115,0.241218,0.060890,0.108754,0.013393,0.011786,0.030001,0.511945,0.262799,0.167235,0.058020,0.474299,0.088785,0.224299,0.011682,0.102804,0.025701,0.044393,0.028037
N20002312,0.444254,0.432247,0.123499,0.041166,0.063465,0.121784,0.121784,0.053173,0.053683,0.010848,0.005563,0.001947,0.290503,0.413408,0.184358,0.111732,0.255575,0.277873,0.291595,0.012007,0.090909,0.008576,0.013722,0.049743
N20002313,0.101695,0.753296,0.145009,0.018832,0.062147,0.271186,0.282486,0.050847,0.064554,0.013045,0.006689,0.002341,0.189873,0.434599,0.267932,0.107595,0.536723,0.035782,0.218456,0.003766,0.180791,0.000000,0.007533,0.016949
N20002314,0.139073,0.688742,0.172185,0.013245,0.109272,0.168874,0.241722,0.056291,0.083894,0.016953,0.008694,0.003043,0.156794,0.435540,0.264808,0.142857,0.539735,0.043046,0.175497,0.003311,0.165563,0.006623,0.009934,0.056291
N20002315,0.133641,0.695853,0.170507,0.018433,0.096774,0.198157,0.228111,0.064516,0.080699,0.016307,0.008363,0.002927,0.155914,0.341398,0.260753,0.241935,0.481567,0.036866,0.225806,0.000000,0.156682,0.002304,0.013825,0.082949
N20002316,0.111782,0.761329,0.126888,0.018127,0.105740,0.238671,0.268882,0.057402,0.067538,0.013648,0.006999,0.002450,0.238754,0.266436,0.235294,0.259516,0.530303,0.042424,0.124242,0.000000,0.233333,0.009091,0.024242,0.036364
N20002317,0.186555,0.727731,0.085714,0.028571,0.100840,0.179832,0.285714,0.058824,0.071966,0.006031,0.010855,0.013669,0.289417,0.399568,0.196544,0.114471,0.462185,0.110924,0.243697,0.003361,0.126050,0.006723,0.010084,0.036975
N20002318,0.419048,0.508333,0.072619,0.121429,0.104762,0.151190,0.135714,0.046429,0.046596,0.005738,0.005050,0.012854,0.446281,0.280992,0.181818,0.090909,0.321386,0.297491,0.201912,0.008363,0.076464,0.010753,0.007168,0.076464
N20002319,0.198100,0.683853,0.118046,0.033698,0.090103,0.111413,0.315217,0.043478,0.085219,0.020196,0.007389,0.010837,0.253589,0.346093,0.258373,0.141946,0.457026,0.098226,0.208731,0.010914,0.115962,0.015007,0.021828,0.072306
N20002320,0.125668,0.693850,0.180481,0.021390,0.102941,0.179144,0.243316,0.030749,0.086174,0.018952,0.022802,0.009772,0.284722,0.451389,0.181944,0.081944,0.420561,0.080107,0.217623,0.002670,0.169559,0.017356,0.034713,0.057410
N20002321,0.085714,0.730357,0.183929,0.014158,0.100661,0.214669,0.166369,0.042934,0.128744,0.028315,0.034066,0.014600,0.323194,0.365019,0.203422,0.108365,0.423971,0.032200,0.275492,0.001789,0.211091,0.003578,0.008945,0.042934
N20002322,0.068323,0.782609,0.149068,0.013806,0.111269,0.157321,0.292835,0.079439,0.088705,0.019509,0.023472,0.010059,0.267552,0.385199,0.208729,0.138520,0.574534,0.031056,0.144410,0.012422,0.161491,0.007764,0.012422,0.055901
N20002323,0.088283,0.723917,0.187801,0.014446,0.096308,0.168539,0.255217,0.056180,0.092414,0.020325,0.024453,0.010480,0.260870,0.318261,0.288696,0.132174,0.500803,0.027287,0.219904,0.001605,0.150883,0.008026,0.019262,0.072231
N20002324,0.090090,0.825826,0.084084,0.012129,0.086695,0.199400,0.338831,0.074963,0.083546,0.010289,0.009054,0.023047,0.299603,0.285714,0.281746,0.132937,0.521021,0.037538,0.201201,0.000000,0.190691,0.003003,0.022523,0.024024
N20002325,0.079137,0.785971,0.134892,0.018095,0.134266,0.183124,0.262118,0.091562,0.071906,0.015814,0.019027,0.008154,0.146853,0.405594,0.265734,0.181818,0.533095,0.028623,0.212880,0.000000,0.168157,0.001789,0.014311,0.041145
N20002326,0.257840,0.641115,0.101045,0.037736,0.083056,0.213172,0.204506,0.058925,0.067186,0.007135,0.005351,0.001784,0.422572,0.341207,0.139108,0.097113,0.433798,0.137631,0.240418,0.001742,0.088850,0.015679,0.031359,0.050523
N20002327,0.124661,0.775068,0.100271,0.018970,0.081301,0.254743,0.235772,0.089431,0.093882,0.009970,0.007477,0.002492,0.333333,0.397436,0.188034,0.081197,0.472826,0.070652,0.184783,0.010870,0.173913,0.008152,0.029891,0.048913
N20002328,0.112500,0.750000,0.137500,0.033002,0.114017,0.211297,0.259414,0.064854,0.082827,0.008796,0.006597,0.002199,0.152778,0.452778,0.244444,0.150000,0.579167,0.039583,0.156250,0.002083,0.160417,0.000000,0.010417,0.052083
N20002329,0.068598,0.742378,0.189024,0.016847,0.100065,0.240487,0.232877,0.050228,0.055336,0.044772,0.013583,0.005031,0.044199,0.270718,0.276243,0.408840,0.538813,0.021309,0.225266,0.009132,0.124810,0.001522,0.013699,0.065449
N20002330,0.194286,0.674286,0.131429,0.051156,0.120851,0.194656,0.187023,0.070611,0.076382,0.011161,0.009766,0.003837,0.277937,0.404011,0.169054,0.148997,0.462857,0.064762,0.190476,0.005714,0.156190,0.034286,0.032381,0.053333
N20002331,0.392157,0.279412,0.328431,0.022059,0.056373,0.112745,0.051471,0.017157,0.031466,0.004598,0.004023,0.001580,0.007389,0.179803,0.184729,0.628079,0.367647,0.218137,0.213235,0.009804,0.110294,0.014706,0.002451,0.063725
N20002332,0.057234,0.729730,0.213037,0.012719,0.093800,0.236884,0.268680,0.041335,0.041497,0.033575,0.010186,0.003772,0.063918,0.255670,0.265979,0.414433,0.578025,0.022293,0.143312,0.001592,0.189490,0.004777,0.003185,0.057325
N20002333,0.175258,0.690722,0.134021,0.015464,0.090206,0.162371,0.250000,0.090206,0.073960,0.010807,0.009456,0.003715,0.393382,0.308824,0.205882,0.091912,0.512953,0.085492,0.209845,0.007772,0.106218,0.010363,0.028497,0.038860
N20002334,0.092827,0.721519,0.185654,0.012432,0.075539,0.270804,0.246827,0.033850,0.044046,0.035637,0.010811,0.004004,0.025373,0.173134,0.226866,0.574627,0.594937,0.032349,0.149086,0.000000,0.156118,0.000000,0.001406,0.066104
N20002335,0.212903,0.544086,0.243011,0.034409,0.075269,0.204301,0.163441,0.025806,0.035083,0.028385,0.008611,0.003189,0.057416,0.169856,0.215311,0.557416,0.548387,0.124731,0.163441,0.002151,0.113978,0.008602,0.010753,0.027957
N20002336,0.184615,0.655385,0.160000,0.009231,0.090769,0.160000,0.221538,0.073846,0.085052,0.011378,0.004551,0.008249,0.292642,0.448161,0.147157,0.112040,0.456923,0.060000,0.250769,0.007692,0.124615,0.018462,0.010769,0.070769
N20002337,0.084746,0.790254,0.125000,0.010436,0.095987,0.292994,0.197452,0.053079,0.113837,0.016634,0.014555,0.005718,0.300000,0.432258,0.154839,0.112903,0.484076,0.057325,0.214437,0.002123,0.163482,0.016985,0.025478,0.036093
N20002338,0.220930,0.624031,0.155039,0.038760,0.093023,0.244186,0.182171,0.034884,0.052686,0.007698,0.006736,0.002646,0.512821,0.314103,0.070513,0.102564,0.381323,0.108949,0.214008,0.019455,0.159533,0.019455,0.023346,0.073930
N20002339,0.132867,0.741259,0.125874,0.021498,0.100888,0.176334,0.278422,0.060325,0.094616,0.013825,0.012097,0.004752,0.279152,0.371025,0.240283,0.109541,0.456674,0.070258,0.154567,0.014052,0.182670,0.000000,0.011710,0.110070
N20002340,0.134199,0.731602,0.134199,0.008112,0.088123,0.221739,0.269565,0.078261,0.041653,0.014293,0.011434,0.006534,0.053691,0.295302,0.167785,0.483221,0.624454,0.043668,0.174672,0.000000,0.096070,0.000000,0.004367,0.056769
N20002341,0.165103,0.671670,0.163227,0.037523,0.103189,0.219512,0.187617,0.060038,0.057094,0.019591,0.015673,0.008956,0.193995,0.311778,0.258661,0.235566,0.568480,0.050657,0.174484,0.001876,0.105066,0.003752,0.018762,0.076923
N20002342,0.267465,0.518962,0.213573,0.041465,0.122962,0.126000,0.156000,0.036000,0.056558,0.014295,0.004351,0.002797,0.257669,0.466258,0.210634,0.065440,0.312000,0.140000,0.204000,0.010000,0.176000,0.016000,0.008000,0.134000
N20002343,0.191011,0.654494,0.154494,0.020620,0.093042,0.187151,0.175978,0.089385,0.082267,0.012021,0.010518,0.004132,0.265060,0.329317,0.212851,0.192771,0.466480,0.064246,0.201117,0.005587,0.128492,0.000000,0.030726,0.103352
N20002344,0.234528,0.587948,0.177524,0.026059,0.094463,0.144951,0.208469,0.045603,0.073553,0.009840,0.003936,0.007134,0.243612,0.420784,0.226576,0.109029,0.452033,0.104065,0.170732,0.000000,0.149593,0.017886,0.014634,0.091057
N20002345,0.160428,0.676471,0.163102,0.028707,0.079696,0.241935,0.209677,0.056452,0.049991,0.017154,0.013723,0.007842,0.056291,0.251656,0.245033,0.447020,0.522667,0.069333,0.200000,0.002667,0.106667,0.005333,0.008000,0.085333
N20002346,0.246073,0.568063,0.185864,0.011863,0.073326,0.152632,0.181579,0.071053,0.073099,0.004678,0.009357,0.002339,0.197452,0.334395,0.159236,0.308917,0.455263,0.105263,0.197368,0.005263,0.107895,0.010526,0.010526,0.107895
N20002347,0.133962,0.684906,0.181132,0.028501,0.110518,0.209040,0.216573,0.071563,0.043512,0.014931,0.011945,0.006825,0.056098,0.329268,0.190244,0.424390,0.603774,0.033962,0.124528,0.009434,0.096226,0.007547,0.018868,0.105660
N20002348,0.223301,0.580097,0.196602,0.042372,0.095990,0.173594,0.188264,0.034230,0.049602,0.017020,0.013616,0.007781,0.106383,0.443769,0.191489,0.258359,0.526699,0.082524,0.206311,0.004854,0.092233,0.007282,0.012136,0.067961
N20002349,0.266362,0.526636,0.207002,0.038052,0.076104,0.141553,0.123288,0.035008,0.117330,0.015696,0.006279,0.011380,0.305031,0.405660,0.237421,0.051887,0.360731,0.126332,0.208524,0.007610,0.141553,0.001522,0.021309,0.132420
N20002350,0.229839,0.582661,0.187500,0.038306,0.068548,0.165323,0.203629,0.024194,0.098830,0.006325,0.012650,0.003163,0.210826,0.472934,0.159544,0.156695,0.494949,0.082828,0.195960,0.006061,0.082828,0.010101,0.014141,0.113131
N20002351,0.339791,0.414307,0.245902,0.056632,0.099851,0.084948,0.116244,0.022355,0.065918,0.016661,0.005071,0.003260,0.289394,0.378788,0.177273,0.154545,0.305514,0.193741,0.169896,0.001490,0.131148,0.020864,0.011923,0.165425
N20002352,0.198819,0.683071,0.118110,0.023966,0.074034,0.165029,0.288802,0.039293,0.094701,0.006061,0.012122,0.003030,0.105660,0.433962,0.222642,0.237736,0.551181,0.037402,0.202756,0.013780,0.080709,0.003937,0.019685,0.090551
N20002353,0.295261,0.535844,0.168894,0.020656,0.093560,0.178615,0.149453,0.036452,0.060551,0.008100,0.003240,0.005873,0.184244,0.368488,0.217281,0.229987,0.450790,0.115431,0.196841,0.007290,0.109356,0.010936,0.010936,0.098420
N20002354,0.367412,0.533546,0.099042,0.045869,0.093032,0.106109,0.186495,0.045016,0.074832,0.017669,0.008834,0.001559,0.045455,0.314050,0.264463,0.376033,0.446945,0.102894,0.254019,0.000000,0.115756,0.000000,0.003215,0.077170
N20002355,0.497959,0.381633,0.120408,0.036735,0.040816,0.122449,0.144898,0.022449,0.037106,0.008761,0.004381,0.000773,0.053985,0.257069,0.231362,0.457584,0.408163,0.097959,0.320408,0.004082,0.053061,0.012245,0.018367,0.085714
N20002356,0.466387,0.388655,0.144958,0.044118,0.054622,0.142857,0.115546,0.010504,0.047475,0.012173,0.003348,0.002130,0.106667,0.245333,0.304000,0.344000,0.366316,0.157895,0.216842,0.002105,0.065263,0.021053,0.002105,0.168421
N20002357,0.428241,0.412037,0.159722,0.054107,0.037903,0.113164,0.157044,0.013857,0.065505,0.015466,0.007733,0.001365,0.145349,0.354651,0.255814,0.244186,0.378190,0.125290,0.229698,0.004640,0.095128,0.009281,0.013921,0.143852
N20002358,0.410959,0.473973,0.115068,0.025089,0.069081,0.157609,0.111413,0.027174,0.084635,0.011322,0.004529,0.008209,0.225714,0.482857,0.171429,0.120000,0.371274,0.214092,0.154472,0.013550,0.094851,0.018970,0.016260,0.116531
N20002359,0.426009,0.412556,0.161435,0.064402,0.033092,0.107143,0.147321,0.017857,0.077922,0.018398,0.009199,0.001623,0.038043,0.326087,0.244565,0.391304,0.424107,0.102679,0.272321,0.008929,0.040179,0.017857,0.008929,0.125000
N20002360,0.277108,0.544177,0.178715,0.034137,0.058233,0.160643,0.196787,0.024096,0.081304,0.010877,0.004351,0.007886,0.267030,0.444142,0.122616,0.166213,0.469880,0.116466,0.184739,0.006024,0.092369,0.012048,0.020080,0.098394
N20002361,0.570694,0.295630,0.133676,0.023380,0.042433,0.102302,0.084399,0.000000,0.048216,0.012187,0.003709,0.002384,0.078261,0.234783,0.246377,0.440580,0.465116,0.136951,0.191214,0.005168,0.054264,0.025840,0.031008,0.090439
