code,up_catholic,up_protestant,up_none_other,lapsed_catholic,lapsed_protestant,now_presbyterian,now_church_of_ireland,now_methodist,now_remaining_other_christian,sdz_unspecified_protestant,sdz_conservative_pool,sdz_free_presbyterian,grade_AB,grade_C1,grade_C2,grade_DE,id_british,id_irish,id_northern_irish,id_british_and_irish,id_british_and_northern_irish,id_irish_and_northern_irish,id_british_irish_and_northern_irish,id_other
N20000111,0.034050,0.820789,0.145161,0.005376,0.112903,0.426523,0.134409,0.064516,0.063973,0.005461,0.011182,0.001820,0.173333,0.418667,0.186667,0.221333,0.581688,0.005386,0.215440,0.005386,0.145422,0.000000,0.019749,0.026930
N20000112,0.065015,0.792570,0.142415,0.006192,0.071207,0.402477,0.216718,0.052632,0.028874,0.015364,0.004503,0.000795,0.078704,0.273148,0.287037,0.361111,0.541796,0.006192,0.213622,0.000000,0.167183,0.000000,0.000000,0.071207
N20000113,0.059553,0.786600,0.153846,0.009802,0.095058,0.402985,0.072139,0.049751,0.115900,0.025383,0.024425,0.000958,0.207317,0.368902,0.195122,0.228659,0.438119,0.034653,0.247525,0.002475,0.190594,0.004950,0.024752,0.056931
N20000114,0.034169,0.813212,0.152620,0.011441,0.158666,0.336364,0.125000,0.059091,0.104058,0.008883,0.018189,0.002961,0.233533,0.365269,0.266467,0.134731,0.546697,0.022779,0.173121,0.004556,0.195900,0.000000,0.036446,0.020501
N20000115,0.050894,0.808803,0.140303,0.012433,0.106880,0.401099,0.119505,0.052198,0.100201,0.008554,0.017515,0.002851,0.216906,0.417863,0.224880,0.140351,0.555404,0.025992,0.168263,0.000000,0.194254,0.009576,0.017784,0.028728
N20000116,0.080645,0.735484,0.183871,0.010132,0.091253,0.330128,0.163462,0.054487,0.071499,0.014793,0.009862,0.000000,0.281633,0.302041,0.244898,0.171429,0.493548,0.029032,0.212903,0.003226,0.170968,0.012903,0.012903,0.064516
N20000117,0.034985,0.845481,0.119534,0.008746,0.099125,0.402332,0.221574,0.046647,0.056365,0.011662,0.007775,0.000000,0.277108,0.429719,0.204819,0.088353,0.520231,0.008671,0.202312,0.011561,0.219653,0.000000,0.014451,0.023121
N20000118,0.026316,0.842105,0.131579,0.011962,0.098086,0.449761,0.122010,0.093301,0.058704,0.012146,0.008097,0.000000,0.286119,0.314448,0.133144,0.266289,0.505995,0.007194,0.244604,0.002398,0.189448,0.000000,0.014388,0.035971
N20000119,0.033233,0.785498,0.181269,0.006042,0.132931,0.362538,0.132931,0.072508,0.062902,0.013014,0.008676,0.000000,0.204000,0.384000,0.208000,0.204000,0.557229,0.000000,0.216867,0.012048,0.153614,0.012048,0.018072,0.030120
N20000120,0.037221,0.851117,0.111663,0.009926,0.104218,0.508685,0.091811,0.032258,0.101760,0.005384,0.005923,0.001077,0.341297,0.358362,0.201365,0.098976,0.574257,0.012376,0.183168,0.004950,0.168317,0.014851,0.009901,0.032178
N20000121,0.076487,0.814448,0.109065,0.019669,0.108482,0.428977,0.082386,0.031250,0.127427,0.013817,0.015046,0.007062,0.276803,0.370370,0.243665,0.109162,0.521986,0.055319,0.175887,0.011348,0.184397,0.004255,0.015603,0.031206
N20000122,0.047820,0.866385,0.085795,0.012559,0.121675,0.472496,0.097320,0.032440,0.126999,0.006720,0.007391,0.001344,0.408840,0.395948,0.152855,0.042357,0.583921,0.023977,0.165021,0.004231,0.152327,0.002821,0.038082,0.029619
N20000123,0.055441,0.848049,0.096509,0.016507,0.079607,0.467213,0.084016,0.084016,0.118746,0.006283,0.006911,0.001257,0.410628,0.437198,0.096618,0.055556,0.508197,0.024590,0.182377,0.000000,0.239754,0.006148,0.012295,0.026639
N20000124,0.096070,0.794760,0.109170,0.028384,0.128821,0.340611,0.128821,0.030568,0.104555,0.042497,0.017538,0.001349,0.268437,0.451327,0.150442,0.129794,0.513158,0.057018,0.217105,0.006579,0.157895,0.004386,0.021930,0.021930
N20000125,0.065760,0.829932,0.104308,0.013605,0.111111,0.417234,0.165533,0.022676,0.079947,0.013809,0.018896,0.000727,0.306189,0.394137,0.228013,0.071661,0.546485,0.024943,0.188209,0.002268,0.181406,0.004535,0.011338,0.040816
N20000126,0.154098,0.690164,0.155738,0.031148,0.103279,0.252459,0.168852,0.068852,0.061048,0.022066,0.013607,0.000000,0.469671,0.376083,0.121317,0.032929,0.404255,0.075286,0.291326,0.014730,0.134206,0.016367,0.036007,0.027823
N20000127,0.036269,0.787565,0.176166,0.005181,0.088083,0.378238,0.170984,0.020725,0.081617,0.033173,0.013691,0.001053,0.064935,0.389610,0.233766,0.311688,0.538860,0.010363,0.176166,0.000000,0.233161,0.010363,0.005181,0.025907
N20000128,0.161198,0.711840,0.126961,0.024251,0.115549,0.286733,0.122682,0.064194,0.077434,0.027988,0.017259,0.000000,0.391374,0.463259,0.105431,0.039936,0.455064,0.074180,0.192582,0.004280,0.198288,0.008559,0.041369,0.025678
N20000129,0.065375,0.704600,0.230024,0.000158,0.103151,0.297101,0.165459,0.047101,0.057834,0.023507,0.009701,0.000746,0.047076,0.221113,0.168331,0.563481,0.616223,0.024213,0.168281,0.002421,0.113801,0.001211,0.009685,0.064165
N20000130,0.076512,0.766904,0.156584,0.024819,0.143018,0.322638,0.085561,0.089127,0.087484,0.020996,0.017497,0.000583,0.205021,0.351464,0.175732,0.267782,0.524064,0.021390,0.213904,0.000000,0.171123,0.001783,0.033868,0.033868
N20000131,0.058974,0.720513,0.220513,0.012702,0.085551,0.365039,0.172237,0.035990,0.038874,0.015800,0.006521,0.000502,0.058462,0.246154,0.255385,0.440000,0.629156,0.023018,0.161125,0.005115,0.127877,0.005115,0.002558,0.046036
N20000132,0.235489,0.577114,0.187396,0.035819,0.156322,0.216172,0.095710,0.044554,0.055933,0.003033,0.005391,0.000000,0.609562,0.310757,0.045817,0.033865,0.349338,0.110927,0.226821,0.028146,0.165563,0.018212,0.048013,0.052980
N20000133,0.137838,0.760811,0.101351,0.029730,0.114865,0.262162,0.150000,0.074324,0.100647,0.036379,0.022433,0.000000,0.375209,0.402010,0.184255,0.038526,0.445946,0.082432,0.189189,0.001351,0.214865,0.006757,0.022973,0.036486
N20000134,0.268833,0.598227,0.132939,0.029542,0.097489,0.206795,0.141802,0.038405,0.098850,0.005359,0.009528,0.000000,0.619962,0.249520,0.086372,0.044146,0.378139,0.138848,0.225997,0.005908,0.140325,0.013294,0.041359,0.056130
N20000135,0.176245,0.726054,0.097701,0.019457,0.100815,0.273423,0.166348,0.059273,0.087232,0.020936,0.017446,0.000582,0.250704,0.414085,0.236620,0.098592,0.512428,0.045889,0.202677,0.000000,0.137667,0.005736,0.051625,0.043977
N20000136,0.091278,0.815416,0.093306,0.026237,0.126391,0.315041,0.180894,0.083333,0.075868,0.018208,0.015174,0.000506,0.251938,0.437984,0.151163,0.158915,0.620690,0.028398,0.186613,0.002028,0.097363,0.012170,0.032454,0.020284
N20000137,0.059211,0.782895,0.157895,0.021930,0.164474,0.278509,0.149123,0.061404,0.091234,0.015759,0.021564,0.000829,0.196875,0.393750,0.265625,0.143750,0.474836,0.039387,0.242888,0.006565,0.161926,0.004376,0.028446,0.041575
N20000138,0.050302,0.812877,0.136821,0.007963,0.113280,0.328629,0.147177,0.078629,0.087666,0.035294,0.021632,0.000569,0.164835,0.313187,0.274725,0.247253,0.557344,0.024145,0.164990,0.002012,0.197183,0.002012,0.018109,0.034205
N20000139,0.077922,0.807359,0.114719,0.021645,0.119048,0.350649,0.145022,0.090909,0.071734,0.012390,0.016955,0.000652,0.196141,0.443730,0.192926,0.167203,0.516199,0.008639,0.257019,0.006479,0.155508,0.006479,0.012959,0.036717
N20000140,0.280946,0.488178,0.230876,0.059805,0.114047,0.176634,0.069541,0.029207,0.083588,0.008605,0.004507,0.002049,0.600950,0.299287,0.059382,0.040380,0.226704,0.166898,0.221140,0.006954,0.111266,0.037552,0.038943,0.190542
N20000141,0.182336,0.643875,0.173789,0.037450,0.129670,0.250000,0.071023,0.065341,0.080550,0.032740,0.013512,0.001039,0.388514,0.381757,0.135135,0.094595,0.470085,0.108262,0.233618,0.002849,0.111111,0.037037,0.017094,0.019943
N20000142,0.040115,0.770774,0.189112,0.014327,0.111748,0.312321,0.160458,0.048711,0.058826,0.065454,0.013256,0.000000,0.063380,0.193662,0.183099,0.559859,0.664756,0.014327,0.151862,0.000000,0.134670,0.000000,0.011461,0.022923
N20000143,0.222400,0.636800,0.140800,0.032000,0.134400,0.209600,0.204800,0.027200,0.052842,0.002865,0.005093,0.000000,0.470320,0.372146,0.123288,0.034247,0.324800,0.113600,0.254400,0.006400,0.137600,0.022400,0.073600,0.067200
N20000144,0.133508,0.641361,0.225131,0.020647,0.095429,0.251969,0.094488,0.131234,0.047172,0.011321,0.009434,0.000314,0.136943,0.423567,0.280255,0.159236,0.510471,0.052356,0.193717,0.000000,0.143979,0.015707,0.018325,0.065445
N20000145,0.046154,0.757692,0.196154,0.011538,0.103846,0.361538,0.107692,0.084615,0.042771,0.047590,0.009639,0.000000,0.034091,0.267045,0.096591,0.602273,0.613900,0.042471,0.166023,0.000000,0.158301,0.003861,0.000000,0.015444
N20000146,0.055000,0.710000,0.235000,0.015396,0.088713,0.304455,0.150990,0.061881,0.033974,0.058435,0.010872,0.000679,0.033613,0.179272,0.224090,0.563025,0.611940,0.012438,0.196517,0.009950,0.111940,0.002488,0.002488,0.052239
N20000147,0.075547,0.677932,0.246521,0.019881,0.085487,0.345924,0.153082,0.037773,0.023809,0.026492,0.005365,0.000000,0.053398,0.334951,0.174757,0.436893,0.588822,0.043912,0.143713,0.000000,0.175649,0.003992,0.000000,0.043912
N20000148,0.129032,0.787097,0.083871,0.019355,0.109677,0.377419,0.170968,0.038710,0.053542,0.024210,0.012571,0.000000,0.158879,0.448598,0.257009,0.135514,0.619355,0.006452,0.167742,0.006452,0.125806,0.009677,0.012903,0.051613
N20000149,0.200000,0.629268,0.170732,0.042532,0.129268,0.217532,0.180195,0.042208,0.052203,0.002830,0.005032,0.000000,0.447307,0.344262,0.103044,0.105386,0.390244,0.086179,0.261789,0.009756,0.143089,0.004878,0.034146,0.069919
N20000150,0.018809,0.808777,0.172414,0.009404,0.072100,0.360502,0.188088,0.059561,0.042002,0.072244,0.013441,0.000840,0.029304,0.194139,0.142857,0.633700,0.542320,0.003135,0.235110,0.003135,0.188088,0.000000,0.003135,0.025078
N20000151,0.136066,0.709836,0.154098,0.011475,0.114754,0.296721,0.155738,0.070492,0.042758,0.019334,0.010039,0.000000,0.131466,0.454741,0.224138,0.189655,0.522095,0.086743,0.173486,0.009820,0.166939,0.004910,0.000000,0.036007
N20000152,0.279891,0.532609,0.187500,0.029891,0.116848,0.209239,0.108696,0.035326,0.052905,0.005446,0.002853,0.001297,0.494465,0.354244,0.055351,0.095941,0.392371,0.152589,0.163488,0.008174,0.147139,0.019074,0.046322,0.070845
N20000153,0.027473,0.791209,0.181319,0.002018,0.116663,0.294545,0.203636,0.072727,0.062588,0.025198,0.015444,0.000406,0.048718,0.258974,0.243590,0.448718,0.607339,0.011009,0.187156,0.001835,0.135780,0.003670,0.003670,0.049541
N20000154,0.030534,0.776081,0.193384,0.011450,0.096692,0.393130,0.136132,0.068702,0.034826,0.038750,0.007848,0.000000,0.035982,0.242879,0.220390,0.500750,0.641221,0.017812,0.150127,0.007634,0.134860,0.001272,0.003817,0.043257
N20000155,0.047887,0.712676,0.239437,0.016988,0.089081,0.278090,0.185393,0.078652,0.026621,0.045788,0.008519,0.000532,0.044521,0.232877,0.208904,0.513699,0.530899,0.019663,0.235955,0.002809,0.157303,0.002809,0.002809,0.047753
N20000156,0.142433,0.701780,0.155786,0.036778,0.127376,0.324405,0.092262,0.055060,0.060866,0.027522,0.014290,0.000000,0.200358,0.400716,0.221825,0.177102,0.498521,0.048817,0.224852,0.001479,0.159763,0.000000,0.014793,0.051775
N20000157,0.162963,0.685926,0.151111,0.025389,0.088293,0.380178,0.090237,0.048817,0.046476,0.021015,0.010912,0.000000,0.161793,0.380117,0.247563,0.210526,0.521545,0.059435,0.231798,0.001486,0.133730,0.016345,0.008915,0.026746
N20000158,0.184122,0.660473,0.155405,0.056605,0.126916,0.248322,0.186242,0.043624,0.046868,0.004825,0.002527,0.001149,0.609195,0.262069,0.071264,0.057471,0.352941,0.112605,0.262185,0.008403,0.129412,0.016807,0.042017,0.075630
N20000159,0.025974,0.740260,0.233766,0.018182,0.109091,0.218182,0.207792,0.098701,0.034802,0.059859,0.011137,0.000696,0.045045,0.204204,0.171171,0.579580,0.657143,0.025974,0.106494,0.000000,0.192208,0.000000,0.000000,0.018182
N20000160,0.282967,0.637363,0.079670,0.011734,0.089417,0.232877,0.172603,0.030137,0.095083,0.009788,0.005127,0.002330,0.664756,0.266476,0.057307,0.011461,0.439891,0.155738,0.185792,0.010929,0.106557,0.027322,0.035519,0.038251
N20000161,0.272395,0.489945,0.237660,0.040219,0.091408,0.142596,0.109689,0.025594,0.072868,0.029336,0.017980,0.000473,0.289474,0.293522,0.279352,0.137652,0.361974,0.093236,0.243144,0.005484,0.135283,0.029250,0.031079,0.100548
N20000162,0.185581,0.684913,0.129506,0.031837,0.130100,0.248663,0.163102,0.045455,0.082610,0.008504,0.004454,0.002025,0.503432,0.315789,0.128146,0.052632,0.417671,0.093708,0.234270,0.017403,0.149933,0.024096,0.017403,0.045515
N20000163,0.206379,0.589118,0.204503,0.048187,0.058045,0.246704,0.122411,0.048964,0.068240,0.027473,0.016838,0.000443,0.183432,0.357002,0.248521,0.211045,0.449248,0.058271,0.203008,0.000000,0.137218,0.015038,0.013158,0.124060
N20000164,0.289474,0.568421,0.142105,0.035088,0.094737,0.284211,0.064912,0.063158,0.050032,0.005458,0.005458,0.000455,0.461538,0.355509,0.135135,0.047817,0.362039,0.166960,0.219684,0.005272,0.151142,0.012302,0.033392,0.049209
N20000165,0.089130,0.721739,0.189130,0.022031,0.122172,0.192641,0.190476,0.062771,0.125220,0.013660,0.013660,0.001138,0.172070,0.374065,0.301746,0.152120,0.516340,0.021786,0.172113,0.000000,0.154684,0.000000,0.050109,0.084967
N20000166,0.231552,0.595420,0.173028,0.036121,0.143643,0.223350,0.119289,0.032995,0.061964,0.008927,0.005251,0.000000,0.411321,0.471698,0.101887,0.015094,0.295165,0.122137,0.229008,0.022901,0.178117,0.035623,0.050891,0.066158
N20000167,0.237785,0.638436,0.123779,0.042345,0.107492,0.257329,0.133550,0.039088,0.082175,0.011839,0.006964,0.000000,0.524752,0.282178,0.113861,0.079208,0.275974,0.116883,0.288961,0.022727,0.165584,0.009740,0.051948,0.068182
N20000168,0.065116,0.779070,0.155814,0.023060,0.120191,0.336449,0.123832,0.130841,0.044372,0.017989,0.005397,0.000000,0.105611,0.353135,0.260726,0.280528,0.562061,0.023419,0.159251,0.002342,0.163934,0.002342,0.028103,0.058548
N20000169,0.608392,0.277389,0.114219,0.058275,0.058275,0.086247,0.083916,0.016317,0.026557,0.003826,0.002251,0.000000,0.112676,0.259155,0.163380,0.464789,0.354312,0.249417,0.254079,0.004662,0.058275,0.011655,0.016317,0.051282
N20000170,0.067653,0.680761,0.251586,0.023628,0.165038,0.218029,0.127883,0.052411,0.076882,0.031168,0.009350,0.000000,0.144279,0.375622,0.184080,0.296020,0.527426,0.018987,0.170886,0.000000,0.170886,0.006329,0.014768,0.090717
N20000171,0.155361,0.634573,0.210066,0.017203,0.103872,0.214912,0.111842,0.059211,0.094783,0.038426,0.011528,0.000000,0.128205,0.443590,0.194872,0.233333,0.546053,0.028509,0.217105,0.000000,0.116228,0.000000,0.015351,0.076754
N20000172,0.398660,0.356784,0.244556,0.072610,0.087876,0.102521,0.065546,0.030252,0.057444,0.008276,0.004868,0.000000,0.262646,0.392996,0.202335,0.142023,0.309883,0.182580,0.259631,0.013400,0.070352,0.015075,0.010050,0.139028
N20000173,0.453834,0.455399,0.090767,0.037559,0.089202,0.200313,0.086072,0.034429,0.036979,0.004034,0.004034,0.000336,0.341743,0.383028,0.220183,0.055046,0.380062,0.216511,0.238318,0.017134,0.062305,0.021807,0.032710,0.031153
N20000174,0.028986,0.803543,0.167472,0.008119,0.114939,0.354735,0.155698,0.040128,0.064588,0.057623,0.015830,0.000000,0.033730,0.246032,0.291667,0.428571,0.634615,0.024038,0.152244,0.000000,0.149038,0.000000,0.008013,0.032051
N20000175,0.235294,0.531674,0.233032,0.047935,0.102780,0.246050,0.079007,0.027088,0.050261,0.020376,0.006113,0.000000,0.101010,0.381313,0.257576,0.260101,0.457014,0.049774,0.153846,0.000000,0.135747,0.022624,0.018100,0.162896
N20000176,0.087379,0.660194,0.252427,0.016819,0.144379,0.233577,0.126521,0.055961,0.065327,0.026484,0.007945,0.000000,0.125000,0.384146,0.298780,0.192073,0.613139,0.007299,0.175182,0.007299,0.133820,0.004866,0.004866,0.053528
N20000177,0.475921,0.354108,0.169972,0.050992,0.087819,0.101983,0.070822,0.014164,0.064550,0.009300,0.005470,0.000000,0.332155,0.318021,0.091873,0.257951,0.283286,0.178470,0.263456,0.005666,0.073654,0.028329,0.045326,0.121813
N20000178,0.531963,0.315068,0.152968,0.036488,0.054887,0.108597,0.076923,0.038462,0.026807,0.006066,0.002739,0.000587,0.145604,0.120879,0.285714,0.447802,0.346241,0.236902,0.250569,0.009112,0.047836,0.031891,0.025057,0.052392
N20000179,0.140440,0.678511,0.181049,0.018406,0.142918,0.240678,0.101695,0.079661,0.084095,0.019029,0.008594,0.001842,0.074380,0.415289,0.221074,0.289256,0.515254,0.011864,0.194915,0.008475,0.123729,0.003390,0.005085,0.137288
N20000180,0.018672,0.786307,0.195021,0.004179,0.072021,0.341615,0.173913,0.068323,0.061029,0.054448,0.014958,0.000000,0.047030,0.324257,0.210396,0.418317,0.641822,0.010352,0.138716,0.000000,0.159420,0.002070,0.008282,0.039337
N20000181,0.064935,0.777056,0.158009,0.015152,0.121212,0.261905,0.186147,0.112554,0.036364,0.049639,0.008081,0.001154,0.032258,0.255583,0.196030,0.516129,0.619048,0.030303,0.188312,0.002165,0.121212,0.008658,0.004329,0.025974
N20000182,0.036765,0.755882,0.207353,0.013235,0.116176,0.307353,0.150000,0.080882,0.047477,0.042357,0.011637,0.000000,0.028765,0.192893,0.231810,0.546531,0.627566,0.019062,0.142229,0.000000,0.148094,0.001466,0.017595,0.043988
N20000183,0.049645,0.775414,0.174941,0.011820,0.096927,0.309693,0.165485,0.073286,0.049645,0.067770,0.011032,0.001576,0.095395,0.345395,0.230263,0.328947,0.625882,0.018824,0.145882,0.009412,0.136471,0.004706,0.011765,0.047059
N20000184,0.033654,0.689904,0.276442,0.019231,0.129808,0.228365,0.165865,0.088942,0.029371,0.040093,0.006527,0.000932,0.019284,0.278237,0.179063,0.523416,0.620192,0.014423,0.158654,0.002404,0.153846,0.002404,0.014423,0.033654
N20000185,0.090909,0.702479,0.206612,0.024519,0.138164,0.257261,0.120332,0.049793,0.101402,0.022945,0.010362,0.002220,0.130208,0.307292,0.255208,0.307292,0.495833,0.041667,0.187500,0.000000,0.112500,0.012500,0.016667,0.133333
N20000186,0.310345,0.532020,0.157635,0.054187,0.103448,0.182266,0.083744,0.064039,0.076405,0.012064,0.009048,0.001005,0.157143,0.421429,0.200000,0.221429,0.487685,0.108374,0.221675,0.000000,0.059113,0.004926,0.014778,0.103448
N20000187,0.045822,0.787062,0.167116,0.008086,0.113208,0.280323,0.172507,0.129380,0.034991,0.047766,0.007776,0.001111,0.031034,0.155172,0.248276,0.565517,0.654987,0.035040,0.145553,0.000000,0.126685,0.005391,0.005391,0.026954
N20000188,0.234000,0.656000,0.110000,0.026415,0.113086,0.243513,0.167665,0.069860,0.047986,0.007577,0.005683,0.000631,0.496795,0.294872,0.102564,0.105769,0.481038,0.089820,0.213573,0.015968,0.085828,0.005988,0.039920,0.067864
N20000189,0.019231,0.807692,0.173077,0.010490,0.110140,0.318182,0.153846,0.120629,0.052769,0.039255,0.012227,0.000644,0.010799,0.205184,0.181425,0.602592,0.665499,0.015762,0.138354,0.001751,0.138354,0.000000,0.003503,0.036778
N20000190,0.055866,0.768156,0.175978,0.013966,0.106145,0.346369,0.162011,0.055866,0.041822,0.039649,0.016294,0.000000,0.070552,0.328221,0.184049,0.417178,0.617318,0.005587,0.139665,0.000000,0.145251,0.000000,0.019553,0.072626
N20000191,0.079012,0.745679,0.175309,0.024958,0.084745,0.277641,0.137592,0.076167,0.125546,0.028408,0.012830,0.002749,0.091803,0.400000,0.173770,0.334426,0.543210,0.044444,0.172840,0.000000,0.130864,0.009877,0.022222,0.076543
N20000192,0.034749,0.833977,0.131274,0.000000,0.158301,0.332046,0.135135,0.111969,0.041291,0.039146,0.016088,0.000000,0.087805,0.185366,0.214634,0.512195,0.601533,0.015326,0.249042,0.003831,0.072797,0.000000,0.015326,0.042146
N20000193,0.050420,0.794118,0.155462,0.012763,0.087005,0.351464,0.163180,0.117155,0.032218,0.030544,0.012552,0.000000,0.045198,0.163842,0.112994,0.677966,0.627615,0.037657,0.150628,0.000000,0.129707,0.004184,0.008368,0.041841
N20000194,0.030812,0.767507,0.201681,0.005602,0.123249,0.260504,0.173669,0.064426,0.083520,0.052116,0.008686,0.001336,0.052941,0.138235,0.120588,0.688235,0.579832,0.022409,0.156863,0.002801,0.156863,0.002801,0.005602,0.072829
N20000195,0.060377,0.788679,0.150943,0.020755,0.090566,0.305660,0.164151,0.133962,0.040356,0.038260,0.015723,0.000000,0.014423,0.182692,0.170673,0.632212,0.652830,0.022642,0.111321,0.003774,0.175472,0.001887,0.013208,0.018868
N20000196,0.064815,0.810185,0.125000,0.032407,0.106481,0.291667,0.166667,0.115741,0.065212,0.048512,0.015110,0.000795,0.046243,0.312139,0.202312,0.439306,0.611111,0.032407,0.185185,0.000000,0.134259,0.000000,0.004630,0.032407
N20000197,0.061033,0.784038,0.154930,0.013186,0.171597,0.200957,0.119617,0.196172,0.054870,0.034239,0.005707,0.000878,0.047904,0.257485,0.209581,0.485030,0.580189,0.042453,0.150943,0.004717,0.169811,0.009434,0.009434,0.033019
