code,pc_code,pc_name,share,split
N20000001,N06000014,South Antrim,0.999864,0
N20000002,N06000014,South Antrim,0.99959,0
N20000003,N06000014,South Antrim,0.999829,0
N20000004,N06000014,South Antrim,0.999816,0
N20000005,N06000014,South Antrim,0.999961,0
N20000006,N06000014,South Antrim,1.0,0
N20000007,N06000014,South Antrim,0.99996,0
N20000008,N06000014,South Antrim,1.0,0
N20000009,N06000014,South Antrim,0.999991,0
N20000010,N06000014,South Antrim,1.0,0
N20000011,N06000014,South Antrim,1.0,0
N20000012,N06000014,South Antrim,1.0,0
N20000013,N06000014,South Antrim,1.0,0
N20000014,N06000014,South Antrim,1.0,0
N20000015,N06000014,South Antrim,0.999975,0
N20000016,N06000014,South Antrim,1.0,0
N20000017,N06000014,South Antrim,1.0,0
N20000018,N06000014,South Antrim,1.0,0
N20000019,N06000014,South Antrim,1.0,0
N20000020,N06000014,South Antrim,1.0,0
N20000021,N06000014,South Antrim,1.0,0
N20000022,N06000014,South Antrim,1.0,0
N20000023,N06000014,South Antrim,1.0,0
N20000024,N06000014,South Antrim,1.0,0
N20000025,N06000014,South Antrim,1.0,0
N20000026,N06000014,South Antrim,1.0,0
N20000027,N06000014,South Antrim,1.0,0
N20000028,N06000014,South Antrim,1.0,0
N20000029,N06000014,South Antrim,1.0,0
N20000030,N06000014,South Antrim,1.0,0
N20000031,N06000014,South Antrim,1.0,0
N20000032,N06000014,South Antrim,1.0,0
N20000033,N06000014,South Antrim,1.0,0
N20000034,N06000014,South Antrim,1.0,0
N20000035,N06000014,South Antrim,1.0,0
N20000036,N06000014,South Antrim,1.0,0
N20000037,N06000014,South Antrim,1.0,0
N20000038,N06000014,South Antrim,1.0,0
N20000039,N06000014,South Antrim,1.0,0
N20000040,N06000014,South Antrim,1.0,0
N20000041,N06000014,South Antrim,1.0,0
N20000042,N06000014,South Antrim,1.0,0
N20000043,N06000014,South Antrim,1.0,0
N20000044,N06000014,South Antrim,1.0,0
N20000045,N06000014,South Antrim,1.0,0
N20000046,N06000014,South Antrim,1.0,0
N20000047,N06000014,South Antrim,1.0,0
N20000048,N06000014,South Antrim,1.0,0
N20000049,N06000014,South Antrim,1.0,0
N20000050,N06000014,South Antrim,1.0,0
N20000051,N06000014,South Antrim,1.0,0
N20000052,N06000014,South Antrim,1.0,0
N20000053,N06000014,South Antrim,1.0,0
N20000054,N06000014,South Antrim,1.0,0
N20000055,N06000014,South Antrim,1.0,0
N20000056,N06000014,South Antrim,1.0,0
N20000057,N06000014,South Antrim,1.0,0
N20000058,N06000014,South Antrim,1.0,0
N20000059,N06000014,South Antrim,1.0,0
N20000060,N06000014,South Antrim,1.0,0
N20000061,N06000014,South Antrim,1.0,0
N20000062,N06000014,South Antrim,1.0,0
N20000063,N06000014,South Antrim,1.0,0
N20000064,N06000014,South Antrim,1.0,0
N20000065,N06000014,South Antrim,1.0,0
N20000066,N06000014,South Antrim,1.0,0
N20000067,N06000014,South Antrim,1.0,0
N20000068,N06000014,South Antrim,1.0,0
N20000069,N06000014,South Antrim,1.0,0
N20000070,N06000014,South Antrim,1.0,0
N20000071,N06000014,South Antrim,1.0,0
N20000072,N06000014,South Antrim,1.0,0
N20000073,N06000014,South Antrim,1.0,0
N20000074,N06000014,South Antrim,1.0,0
N20000075,N06000014,South Antrim,1.0,0
N20000076,N06000014,South Antrim,1.0,0
N20000077,N06000014,South Antrim,1.0,0
N20000078,N06000014,South Antrim,1.0,0
N20000079,N06000014,South Antrim,1.0,0
N20000080,N06000014,South Antrim,1.0,0
N20000081,N06000014,South Antrim,1.0,0
N20000082,N06000014,South Antrim,1.0,0
N20000083,N06000014,South Antrim,1.0,0
N20000084,N06000014,South Antrim,1.0,0
N20000085,N06000014,South Antrim,1.0,0
N20000086,N06000014,South Antrim,0.999531,0
N20000087,N06000014,South Antrim,0.999841,0
N20000088,N06000014,South Antrim,0.999849,0
N20000089,N06000014,South Antrim,0.999823,0
N20000090,N06000014,South Antrim,1.0,0
N20000091,N06000014,South Antrim,1.0,0
N20000092,N06000014,South Antrim,1.0,0
N20000093,N06000014,South Antrim,1.0,0
N20000094,N06000014,South Antrim,1.0,0
N20000095,N06000014,South Antrim,1.0,0
N20000096,N06000014,South Antrim,1.0,0
N20000097,N06000014,South Antrim,1.0,0
N20000098,N06000014,South Antrim,1.0,0
N20000099,N06000014,South Antrim,1.0,0
N20000100,N06000014,South Antrim,0.999846,0
N20000101,N06000014,South Antrim,1.0,0
N20000102,N06000014,South Antrim,1.0,0
N20000103,N06000014,South Antrim,1.0,0
N20000104,N06000014,South Antrim,1.0,0
N20000105,N06000014,South Antrim,1.0,0
N20000106,N06000014,South Antrim,1.0,0
N20000107,N06000014,South Antrim,1.0,0
N20000108,N06000014,South Antrim,1.0,0
N20000109,N06000014,South Antrim,1.0,0
N20000110,N06000014,South Antrim,1.0,0
N20000111,N06000014,South Antrim,1.0,0
N20000112,N06000014,South Antrim,1.0,0
N20000113,N06000014,South Antrim,1.0,0
N20000114,N06000014,South Antrim,1.0,0
N20000115,N06000014,South Antrim,1.0,0
N20000116,N06000014,South Antrim,1.0,0
N20000117,N06000014,South Antrim,1.0,0
N20000118,N06000014,South Antrim,1.0,0
N20000119,N06000014,South Antrim,1.0,0
N20000120,N06000014,South Antrim,1.0,0
N20000121,N06000014,South Antrim,0.999948,0
N20000122,N06000014,South Antrim,1.0,0
N20000123,N06000014,South Antrim,1.0,0
N20000124,N06000014,South Antrim,1.0,0
N20000125,N06000014,South Antrim,0.992419,0
N20000126,N06000005,East Antrim,0.998651,0
N20000127,N06000014,South Antrim,1.0,0
N20000128,N06000005,East Antrim,0.998726,0
N20000129,N06000014,South Antrim,1.0,0
N20000130,N06000014,South Antrim,1.0,0
N20000131,N06000014,South Antrim,1.0,0
N20000132,N06000005,East Antrim,0.973919,0
N20000133,N06000005,East Antrim,0.999891,0
N20000134,N06000005,East Antrim,0.964932,0
N20000135,N06000014,South Antrim,1.0,0
N20000136,N06000014,South Antrim,1.0,0
N20000137,N06000005,East Antrim,0.999887,0
N20000138,N06000005,East Antrim,1.0,0
N20000139,N06000014,South Antrim,0.75953,1
N20000140,N06000005,East Antrim,1.0,0
N20000141,N06000014,South Antrim,1.0,0
N20000142,N06000014,South Antrim,1.0,0
N20000143,N06000005,East Antrim,1.0,0
N20000144,N06000014,South Antrim,1.0,0
N20000145,N06000014,South Antrim,1.0,0
N20000146,N06000005,East Antrim,1.0,0
N20000147,N06000014,South Antrim,1.0,0
N20000148,N06000014,South Antrim,1.0,0
N20000149,N06000005,East Antrim,1.0,0
N20000150,N06000005,East Antrim,1.0,0
N20000151,N06000014,South Antrim,1.0,0
N20000152,N06000005,East Antrim,1.0,0
N20000153,N06000005,East Antrim,0.999993,0
N20000154,N06000014,South Antrim,1.0,0
N20000155,N06000005,East Antrim,1.0,0
N20000156,N06000014,South Antrim,0.999974,0
N20000157,N06000014,South Antrim,0.9375,1
N20000158,N06000005,East Antrim,1.0,0
N20000159,N06000005,East Antrim,1.0,0
N20000160,N06000005,East Antrim,1.0,0
N20000161,N06000005,East Antrim,0.99991,0
N20000162,N06000005,East Antrim,1.0,0
N20000163,N06000005,East Antrim,0.999181,0
N20000164,N06000002,Belfast North,0.897705,1
N20000165,N06000002,Belfast North,0.99995,0
N20000166,N06000005,East Antrim,1.0,0
N20000167,N06000005,East Antrim,1.0,0
N20000168,N06000002,Belfast North,0.998604,0
N20000169,N06000005,East Antrim,1.0,0
N20000170,N06000002,Belfast North,0.999293,0
N20000171,N06000005,East Antrim,0.996358,0
N20000172,N06000005,East Antrim,1.0,0
N20000173,N06000002,Belfast North,0.894608,1
N20000174,N06000002,Belfast North,1.0,0
N20000175,N06000002,Belfast North,0.999783,0
N20000176,N06000002,Belfast North,1.0,0
N20000177,N06000005,East Antrim,0.652587,1
N20000178,N06000002,Belfast North,0.997933,0
N20000179,N06000002,Belfast North,0.999146,0
N20000180,N06000002,Belfast North,1.0,0
N20000181,N06000002,Belfast North,1.0,0
N20000182,N06000002,Belfast North,1.0,0
N20000183,N06000002,Belfast North,1.0,0
N20000184,N06000002,Belfast North,1.0,0
N20000185,N06000002,Belfast North,1.0,0
N20000186,N06000002,Belfast North,1.0,0
N20000187,N06000002,Belfast North,1.0,0
N20000188,N06000002,Belfast North,1.0,0
N20000189,N06000002,Belfast North,1.0,0
N20000190,N06000002,Belfast North,1.0,0
N20000191,N06000002,Belfast North,1.0,0
N20000192,N06000002,Belfast North,1.0,0
N20000193,N06000002,Belfast North,1.0,0
N20000194,N06000002,Belfast North,1.0,0
N20000195,N06000002,Belfast North,1.0,0
N20000196,N06000002,Belfast North,1.0,0
N20000197,N06000002,Belfast North,1.0,0
N20000198,N06000002,Belfast North,1.0,0
N20000199,N06000002,Belfast North,1.0,0
N20000200,N06000002,Belfast North,1.0,0
N20000201,N06000002,Belfast North,1.0,0
N20000202,N06000002,Belfast North,1.0,0
N20000203,N06000002,Belfast North,1.0,0
N20000204,N06000002,Belfast North,1.0,0
N20000205,N06000002,Belfast North,1.0,0
N20000206,N06000002,Belfast North,1.0,0
N20000207,N06000002,Belfast North,1.0,0
N20000208,N06000002,Belfast North,1.0,0
N20000209,N06000002,Belfast North,1.0,0
N20000210,N06000002,Belfast North,1.0,0
N20000211,N06000014,South Antrim,1.0,0
N20000212,N06000014,South Antrim,1.0,0
N20000213,N06000014,South Antrim,1.0,0
N20000214,N06000014,South Antrim,1.0,0
N20000215,N06000014,South Antrim,1.0,0
N20000216,N06000014,South Antrim,1.0,0
N20000217,N06000014,South Antrim,0.68613,1
N20000218,N06000014,South Antrim,0.99945,0
N20000219,N06000014,South Antrim,1.0,0
N20000220,N06000014,South Antrim,1.0,0
N20000221,N06000014,South Antrim,0.999347,0
N20000222,N06000002,Belfast North,0.99974,0
N20000223,N06000014,South Antrim,1.0,0
N20000224,N06000014,South Antrim,0.673812,1
N20000225,N06000002,Belfast North,0.999985,0
N20000226,N06000014,South Antrim,0.995369,0
N20000227,N06000002,Belfast North,0.661854,1
N20000228,N06000002,Belfast North,0.999655,0
N20000229,N06000002,Belfast North,0.998217,0
N20000230,N06000002,Belfast North,0.988303,0
N20000231,N06000002,Belfast North,0.999954,0
N20000232,N06000002,Belfast North,1.0,0
N20000233,N06000002,Belfast North,1.0,0
N20000234,N06000002,Belfast North,0.997924,0
N20000235,N06000002,Belfast North,1.0,0
N20000236,N06000002,Belfast North,1.0,0
N20000237,N06000002,Belfast North,1.0,0
N20000238,N06000002,Belfast North,1.0,0
N20000239,N06000002,Belfast North,0.999996,0
N20000240,N06000002,Belfast North,1.0,0
N20000241,N06000002,Belfast North,1.0,0
N20000242,N06000002,Belfast North,1.0,0
N20000243,N06000002,Belfast North,1.0,0
N20000244,N06000002,Belfast North,1.0,0
N20000245,N06000002,Belfast North,1.0,0
N20000246,N06000002,Belfast North,1.0,0
N20000247,N06000002,Belfast North,0.999969,0
N20000248,N06000014,South Antrim,0.778803,1
N20000249,N06000002,Belfast North,1.0,0
N20000250,N06000002,Belfast North,1.0,0
N20000251,N06000014,South Antrim,0.996529,0
N20000252,N06000002,Belfast North,0.999807,0
N20000253,N06000002,Belfast North,1.0,0
N20000254,N06000002,Belfast North,1.0,0
N20000255,N06000002,Belfast North,0.995649,0
N20000256,N06000002,Belfast North,0.969961,0
N20000257,N06000014,South Antrim,1.0,0
N20000258,N06000014,South Antrim,1.0,0
N20000259,N06000014,South Antrim,1.0,0
N20000260,N06000014,South Antrim,1.0,0
N20000261,N06000014,South Antrim,1.0,0
N20000262,N06000014,South Antrim,1.0,0
N20000263,N06000014,South Antrim,1.0,0
N20000264,N06000014,South Antrim,1.0,0
N20000265,N06000014,South Antrim,1.0,0
N20000266,N06000014,South Antrim,1.0,0
N20000267,N06000014,South Antrim,1.0,0
N20000268,N06000014,South Antrim,1.0,0
N20000269,N06000014,South Antrim,1.0,0
N20000270,N06000014,South Antrim,0.999988,0
N20000271,N06000014,South Antrim,1.0,0
N20000272,N06000014,South Antrim,1.0,0
N20000273,N06000014,South Antrim,1.0,0
N20000274,N06000014,South Antrim,1.0,0
N20000275,N06000014,South Antrim,1.0,0
N20000276,N06000014,South Antrim,1.0,0
N20000277,N06000014,South Antrim,1.0,0
N20000278,N06000014,South Antrim,0.999945,0
N20000279,N06000014,South Antrim,1.0,0
N20000280,N06000014,South Antrim,1.0,0
N20000281,N06000014,South Antrim,1.0,0
N20000282,N06000014,South Antrim,1.0,0
N20000283,N06000014,South Antrim,1.0,0
N20000284,N06000014,South Antrim,1.0,0
N20000285,N06000014,South Antrim,0.999974,0
N20000286,N06000014,South Antrim,1.0,0
N20000287,N06000014,South Antrim,1.0,0
N20000288,N06000014,South Antrim,1.0,0
N20000289,N06000014,South Antrim,1.0,0
N20000290,N06000014,South Antrim,1.0,0
N20000291,N06000014,South Antrim,1.0,0
N20000292,N06000014,South Antrim,1.0,0
N20000293,N06000014,South Antrim,1.0,0
N20000294,N06000014,South Antrim,1.0,0
N20000295,N06000011,Newry And Armagh,0.999956,0
N20000296,N06000011,Newry And Armagh,1.0,0
N20000297,N06000011,Newry And Armagh,0.999968,0
N20000298,N06000011,Newry And Armagh,1.0,0
N20000299,N06000011,Newry And Armagh,0.999795,0
N20000300,N06000011,Newry And Armagh,0.999996,0
N20000301,N06000011,Newry And Armagh,0.999981,0
N20000302,N06000011,Newry And Armagh,1.0,0
N20000303,N06000011,Newry And Armagh,1.0,0
N20000304,N06000011,Newry And Armagh,1.0,0
N20000305,N06000011,Newry And Armagh,1.0,0
N20000306,N06000011,Newry And Armagh,1.0,0
N20000307,N06000011,Newry And Armagh,1.0,0
N20000308,N06000011,Newry And Armagh,1.0,0
N20000309,N06000011,Newry And Armagh,1.0,0
N20000310,N06000011,Newry And Armagh,1.0,0
N20000311,N06000011,Newry And Armagh,1.0,0
N20000312,N06000011,Newry And Armagh,1.0,0
N20000313,N06000011,Newry And Armagh,1.0,0
N20000314,N06000011,Newry And Armagh,1.0,0
N20000315,N06000011,Newry And Armagh,1.0,0
N20000316,N06000011,Newry And Armagh,1.0,0
N20000317,N06000011,Newry And Armagh,1.0,0
N20000318,N06000011,Newry And Armagh,1.0,0
N20000319,N06000011,Newry And Armagh,1.0,0
N20000320,N06000011,Newry And Armagh,1.0,0
N20000321,N06000011,Newry And Armagh,1.0,0
N20000322,N06000011,Newry And Armagh,1.0,0
N20000323,N06000011,Newry And Armagh,1.0,0
N20000324,N06000011,Newry And Armagh,1.0,0
N20000325,N06000011,Newry And Armagh,1.0,0
N20000326,N06000011,Newry And Armagh,1.0,0
N20000327,N06000011,Newry And Armagh,1.0,0
N20000328,N06000011,Newry And Armagh,1.0,0
N20000329,N06000011,Newry And Armagh,1.0,0
N20000330,N06000011,Newry And Armagh,1.0,0
N20000331,N06000011,Newry And Armagh,1.0,0
N20000332,N06000011,Newry And Armagh,1.0,0
N20000333,N06000011,Newry And Armagh,1.0,0
N20000334,N06000011,Newry And Armagh,1.0,0
N20000335,N06000011,Newry And Armagh,1.0,0
N20000336,N06000011,Newry And Armagh,1.0,0
N20000337,N06000011,Newry And Armagh,1.0,0
N20000338,N06000011,Newry And Armagh,1.0,0
N20000339,N06000011,Newry And Armagh,1.0,0
N20000340,N06000011,Newry And Armagh,0.999871,0
N20000341,N06000011,Newry And Armagh,1.0,0
N20000342,N06000011,Newry And Armagh,1.0,0
N20000343,N06000011,Newry And Armagh,1.0,0
N20000344,N06000011,Newry And Armagh,1.0,0
N20000345,N06000011,Newry And Armagh,1.0,0
N20000346,N06000011,Newry And Armagh,1.0,0
N20000347,N06000011,Newry And Armagh,1.0,0
N20000348,N06000011,Newry And Armagh,1.0,0
N20000349,N06000011,Newry And Armagh,1.0,0
N20000350,N06000011,Newry And Armagh,1.0,0
N20000351,N06000011,Newry And Armagh,1.0,0
N20000352,N06000011,Newry And Armagh,1.0,0
N20000353,N06000011,Newry And Armagh,1.0,0
N20000354,N06000011,Newry And Armagh,1.0,0
N20000355,N06000011,Newry And Armagh,1.0,0
N20000356,N06000017,Upper Bann,0.77424,1
N20000357,N06000007,Fermanagh And South Tyrone,0.983896,0
N20000358,N06000017,Upper Bann,1.0,0
N20000359,N06000017,Upper Bann,1.0,0
N20000360,N06000017,Upper Bann,1.0,0
N20000361,N06000007,Fermanagh And South Tyrone,0.948299,1
N20000362,N06000007,Fermanagh And South Tyrone,0.833158,1
N20000363,N06000011,Newry And Armagh,0.519652,1
N20000364,N06000017,Upper Bann,1.0,0
N20000365,N06000017,Upper Bann,1.0,0
N20000366,N06000017,Upper Bann,0.871841,1
N20000367,N06000011,Newry And Armagh,0.968981,0
N20000368,N06000017,Upper Bann,1.0,0
N20000369,N06000011,Newry And Armagh,0.897387,1
N20000370,N06000017,Upper Bann,1.0,0
N20000371,N06000017,Upper Bann,1.0,0
N20000372,N06000017,Upper Bann,1.0,0
N20000373,N06000017,Upper Bann,1.0,0
N20000374,N06000017,Upper Bann,1.0,0
N20000375,N06000017,Upper Bann,1.0,0
N20000376,N06000017,Upper Bann,1.0,0
N20000377,N06000017,Upper Bann,1.0,0
N20000378,N06000017,Upper Bann,1.0,0
N20000379,N06000017,Upper Bann,1.0,0
N20000380,N06000017,Upper Bann,1.0,0
N20000381,N06000017,Upper Bann,1.0,0
N20000382,N06000017,Upper Bann,1.0,0
N20000383,N06000017,Upper Bann,0.594554,1
N20000384,N06000017,Upper Bann,1.0,0
N20000385,N06000017,Upper Bann,1.0,0
N20000386,N06000017,Upper Bann,1.0,0
N20000387,N06000017,Upper Bann,1.0,0
N20000388,N06000017,Upper Bann,1.0,0
N20000389,N06000017,Upper Bann,1.0,0
N20000390,N06000017,Upper Bann,1.0,0
N20000391,N06000017,Upper Bann,1.0,0
N20000392,N06000017,Upper Bann,1.0,0
N20000393,N06000017,Upper Bann,1.0,0
N20000394,N06000017,Upper Bann,1.0,0
N20000395,N06000017,Upper Bann,1.0,0
N20000396,N06000017,Upper Bann,1.0,0
N20000397,N06000017,Upper Bann,1.0,0
N20000398,N06000017,Upper Bann,1.0,0
N20000399,N06000017,Upper Bann,1.0,0
N20000400,N06000017,Upper Bann,1.0,0
N20000401,N06000011,Newry And Armagh,1.0,0
N20000402,N06000017,Upper Bann,1.0,0
N20000403,N06000017,Upper Bann,1.0,0
N20000404,N06000017,Upper Bann,1.0,0
N20000405,N06000017,Upper Bann,1.0,0
N20000406,N06000017,Upper Bann,1.0,0
N20000407,N06000017,Upper Bann,1.0,0
N20000408,N06000011,Newry And Armagh,1.0,0
N20000409,N06000017,Upper Bann,1.0,0
N20000410,N06000017,Upper Bann,1.0,0
N20000411,N06000017,Upper Bann,1.0,0
N20000412,N06000017,Upper Bann,1.0,0
N20000413,N06000017,Upper Bann,1.0,0
N20000414,N06000017,Upper Bann,1.0,0
N20000415,N06000017,Upper Bann,1.0,0
N20000416,N06000011,Newry And Armagh,0.946396,1
N20000417,N06000017,Upper Bann,1.0,0
N20000418,N06000011,Newry And Armagh,1.0,0
N20000419,N06000017,Upper Bann,0.967674,0
N20000420,N06000017,Upper Bann,0.696676,1
N20000421,N06000017,Upper Bann,1.0,0
N20000422,N06000017,Upper Bann,1.0,0
N20000423,N06000017,Upper Bann,1.0,0
N20000424,N06000017,Upper Bann,1.0,0
N20000425,N06000017,Upper Bann,1.0,0
N20000426,N06000017,Upper Bann,1.0,0
N20000427,N06000017,Upper Bann,1.0,0
N20000428,N06000017,Upper Bann,1.0,0
N20000429,N06000017,Upper Bann,1.0,0
N20000430,N06000017,Upper Bann,1.0,0
N20000431,N06000017,Upper Bann,1.0,0
N20000432,N06000017,Upper Bann,1.0,0
N20000433,N06000017,Upper Bann,1.0,0
N20000434,N06000017,Upper Bann,1.0,0
N20000435,N06000017,Upper Bann,1.0,0
N20000436,N06000017,Upper Bann,1.0,0
N20000437,N06000017,Upper Bann,1.0,0
N20000438,N06000017,Upper Bann,1.0,0
N20000439,N06000017,Upper Bann,1.0,0
N20000440,N06000017,Upper Bann,1.0,0
N20000441,N06000017,Upper Bann,1.0,0
N20000442,N06000017,Upper Bann,1.0,0
N20000443,N06000017,Upper Bann,1.0,0
N20000444,N06000017,Upper Bann,1.0,0
N20000445,N06000017,Upper Bann,1.0,0
N20000446,N06000017,Upper Bann,1.0,0
N20000447,N06000017,Upper Bann,1.0,0
N20000448,N06000017,Upper Bann,1.0,0
N20000449,N06000017,Upper Bann,1.0,0
N20000450,N06000017,Upper Bann,1.0,0
N20000451,N06000017,Upper Bann,1.0,0
N20000452,N06000017,Upper Bann,1.0,0
N20000453,N06000017,Upper Bann,1.0,0
N20000454,N06000017,Upper Bann,1.0,0
N20000455,N06000017,Upper Bann,1.0,0
N20000456,N06000017,Upper Bann,1.0,0
N20000457,N06000017,Upper Bann,1.0,0
N20000458,N06000017,Upper Bann,1.0,0
N20000459,N06000017,Upper Bann,1.0,0
N20000460,N06000017,Upper Bann,1.0,0
N20000461,N06000017,Upper Bann,1.0,0
N20000462,N06000017,Upper Bann,1.0,0
N20000463,N06000017,Upper Bann,1.0,0
N20000464,N06000017,Upper Bann,1.0,0
N20000465,N06000017,Upper Bann,1.0,0
N20000466,N06000017,Upper Bann,1.0,0
N20000467,N06000017,Upper Bann,1.0,0
N20000468,N06000017,Upper Bann,1.0,0
N20000469,N06000017,Upper Bann,1.0,0
N20000470,N06000017,Upper Bann,1.0,0
N20000471,N06000017,Upper Bann,1.0,0
N20000472,N06000017,Upper Bann,1.0,0
N20000473,N06000017,Upper Bann,1.0,0
N20000474,N06000017,Upper Bann,1.0,0
N20000475,N06000017,Upper Bann,0.999962,0
N20000476,N06000017,Upper Bann,0.999968,0
N20000477,N06000017,Upper Bann,1.0,0
N20000478,N06000017,Upper Bann,0.999948,0
N20000479,N06000017,Upper Bann,1.0,0
N20000480,N06000017,Upper Bann,1.0,0
N20000481,N06000017,Upper Bann,1.0,0
N20000482,N06000017,Upper Bann,0.999916,0
N20000483,N06000017,Upper Bann,1.0,0
N20000484,N06000017,Upper Bann,1.0,0
N20000485,N06000017,Upper Bann,1.0,0
N20000486,N06000017,Upper Bann,1.0,0
N20000487,N06000017,Upper Bann,1.0,0
N20000488,N06000017,Upper Bann,1.0,0
N20000489,N06000017,Upper Bann,1.0,0
N20000490,N06000017,Upper Bann,1.0,0
N20000491,N06000017,Upper Bann,1.0,0
N20000492,N06000017,Upper Bann,1.0,0
N20000493,N06000017,Upper Bann,1.0,0
N20000494,N06000017,Upper Bann,1.0,0
N20000495,N06000017,Upper Bann,1.0,0
N20000496,N06000017,Upper Bann,1.0,0
N20000497,N06000017,Upper Bann,1.0,0
N20000498,N06000017,Upper Bann,1.0,0
N20000499,N06000017,Upper Bann,1.0,0
N20000500,N06000017,Upper Bann,1.0,0
N20000501,N06000017,Upper Bann,1.0,0
N20000502,N06000017,Upper Bann,1.0,0
N20000503,N06000017,Upper Bann,1.0,0
N20000504,N06000017,Upper Bann,1.0,0
N20000505,N06000017,Upper Bann,1.0,0
N20000506,N06000017,Upper Bann,1.0,0
N20000507,N06000017,Upper Bann,1.0,0
N20000508,N06000017,Upper Bann,1.0,0
N20000509,N06000017,Upper Bann,1.0,0
N20000510,N06000017,Upper Bann,1.0,0
N20000511,N06000017,Upper Bann,1.0,0
N20000512,N06000017,Upper Bann,1.0,0
N20000513,N06000017,Upper Bann,1.0,0
N20000514,N06000017,Upper Bann,1.0,0
N20000515,N06000017,Upper Bann,1.0,0
N20000516,N06000017,Upper Bann,1.0,0
N20000517,N06000017,Upper Bann,1.0,0
N20000518,N06000017,Upper Bann,1.0,0
N20000519,N06000017,Upper Bann,1.0,0
N20000520,N06000017,Upper Bann,1.0,0
N20000521,N06000017,Upper Bann,0.999963,0
N20000522,N06000017,Upper Bann,1.0,0
N20000523,N06000017,Upper Bann,1.0,0
N20000524,N06000017,Upper Bann,1.0,0
N20000525,N06000017,Upper Bann,1.0,0
N20000526,N06000017,Upper Bann,1.0,0
N20000527,N06000017,Upper Bann,1.0,0
N20000528,N06000017,Upper Bann,1.0,0
N20000529,N06000017,Upper Bann,1.0,0
N20000530,N06000017,Upper Bann,1.0,0
N20000531,N06000017,Upper Bann,1.0,0
N20000532,N06000017,Upper Bann,1.0,0
N20000533,N06000017,Upper Bann,1.0,0
N20000534,N06000017,Upper Bann,1.0,0
N20000535,N06000017,Upper Bann,1.0,0
N20000536,N06000017,Upper Bann,1.0,0
N20000537,N06000017,Upper Bann,1.0,0
N20000538,N06000017,Upper Bann,1.0,0
N20000539,N06000017,Upper Bann,1.0,0
N20000540,N06000017,Upper Bann,1.0,0
N20000541,N06000017,Upper Bann,1.0,0
N20000542,N06000017,Upper Bann,1.0,0
N20000543,N06000017,Upper Bann,1.0,0
N20000544,N06000017,Upper Bann,1.0,0
N20000545,N06000017,Upper Bann,1.0,0
N20000546,N06000017,Upper Bann,1.0,0
N20000547,N06000017,Upper Bann,1.0,0
N20000548,N06000017,Upper Bann,1.0,0
N20000549,N06000017,Upper Bann,1.0,0
N20000550,N06000017,Upper Bann,1.0,0
N20000551,N06000017,Upper Bann,1.0,0
N20000552,N06000017,Upper Bann,1.0,0
N20000553,N06000017,Upper Bann,1.0,0
N20000554,N06000017,Upper Bann,1.0,0
N20000555,N06000017,Upper Bann,1.0,0
N20000556,N06000017,Upper Bann,1.0,0
N20000557,N06000017,Upper Bann,1.0,0
N20000558,N06000017,Upper Bann,1.0,0
N20000559,N06000017,Upper Bann,1.0,0
N20000560,N06000009,Lagan Valley,1.0,0
N20000561,N06000017,Upper Bann,1.0,0
N20000562,N06000017,Upper Bann,0.779665,1
N20000563,N06000009,Lagan Valley,1.0,0
N20000564,N06000017,Upper Bann,1.0,0
N20000565,N06000009,Lagan Valley,1.0,0
N20000566,N06000009,Lagan Valley,1.0,0
N20000567,N06000017,Upper Bann,1.0,0
N20000568,N06000009,Lagan Valley,1.0,0
N20000569,N06000017,Upper Bann,1.0,0
N20000570,N06000009,Lagan Valley,1.0,0
N20000571,N06000009,Lagan Valley,1.0,0
N20000572,N06000017,Upper Bann,1.0,0
N20000573,N06000009,Lagan Valley,1.0,0
N20000574,N06000009,Lagan Valley,1.0,0
N20000575,N06000009,Lagan Valley,1.0,0
N20000576,N06000009,Lagan Valley,1.0,0
N20000577,N06000009,Lagan Valley,1.0,0
N20000578,N06000009,Lagan Valley,1.0,0
N20000579,N06000009,Lagan Valley,0.99491,0
N20000580,N06000017,Upper Bann,1.0,0
N20000581,N06000017,Upper Bann,0.999894,0
N20000582,N06000009,Lagan Valley,1.0,0
N20000583,N06000009,Lagan Valley,1.0,0
N20000584,N06000009,Lagan Valley,1.0,0
N20000585,N06000009,Lagan Valley,0.589187,1
N20000586,N06000009,Lagan Valley,0.999817,0
N20000587,N06000009,Lagan Valley,1.0,0
N20000588,N06000009,Lagan Valley,0.949785,1
N20000589,N06000009,Lagan Valley,1.0,0
N20000590,N06000009,Lagan Valley,0.999848,0
N20000591,N06000009,Lagan Valley,0.645426,1
N20000592,N06000015,South Down,0.753029,1
N20000593,N06000015,South Down,1.0,0
N20000594,N06000017,Upper Bann,1.0,0
N20000595,N06000017,Upper Bann,0.999826,0
N20000596,N06000017,Upper Bann,1.0,0
N20000597,N06000017,Upper Bann,1.0,0
N20000598,N06000017,Upper Bann,1.0,0
N20000599,N06000017,Upper Bann,1.0,0
N20000600,N06000017,Upper Bann,1.0,0
N20000601,N06000017,Upper Bann,1.0,0
N20000602,N06000017,Upper Bann,1.0,0
N20000603,N06000017,Upper Bann,1.0,0
N20000604,N06000017,Upper Bann,1.0,0
N20000605,N06000017,Upper Bann,1.0,0
N20000606,N06000017,Upper Bann,1.0,0
N20000607,N06000017,Upper Bann,1.0,0
N20000608,N06000017,Upper Bann,1.0,0
N20000609,N06000017,Upper Bann,1.0,0
